date,year,sport,event
Nov-29,1988,Basketball,"Birthday of NBA star Paul George, five-time All-Star and two-time Olympic gold medalist who has starred for the Indiana Pacers, Oklahoma City Thunder, LA Clippers, and Philadelphia 76ers"
Nov-29,2015,Tennis,"Great Britain wins the Davis Cup, beating Belgium in Ghent (3-1)"
Nov-29,2021,Soccer,Lionel Messi (PSG/Barcelona) wins his 7th Ballon d'Or
Nov-30,1872,Soccer,"1872 First international soccer game, Scotland draws with England (0-0) in Glasgow"
Nov-30,1928,Cricket,"Don Bradman makes his test debut, scoring 18 & 1"
Nov-30,1991,Soccer,"FIFA USA winsm the Women's World Cup Final, Tianhe Stadium, Guangzhou, China: Michelle Akers scores twice as the US defeats Norway 2-1"
Nov-30,1997,Tennis,"Sweden wins the Davids Cup, sweeping the USA in Gothenburg (5-0)"
Nov-30,2003,Tennis,"Australia wins the Davis Cup, beating Spain in Melbourne (3-1)"
Nov-30,2013,Rugby League,Australia defeats New Zealand 34-2 to win the World Cup
Dec-01,1886,Soccer,Dial Square FC (Arsenal FC) is founded
Dec-01,1974,Tennis,South Africa is awarded the Davis Cup tennis title after India refuses to travel to South Africa
Dec-01,1996,Tennis,"Sweden wins the Davis Cup, beating France in Malmo (3-2)"
Dec-01,1996,Cricket,South African cricket all-rounder Lance Klusener takes 8-64 on debut
Dec-01,2002,Tennis,"Russia wins the Davis Cup, beating France in Paris (3-2)"
Dec-01,2009,Soccer,Lionel Messi (Barcelona/Argentina) wins his first Ballon d'Or
Dec-02,1977,Cricket,First day of World Series Cricket at VFL Park in Melbourne
Dec-02,1992,Cricket,"Kiwi opening batsman John Wright becomes first New Zealander to make 5,000 runs in Test cricket "
Dec-02,2001,Tennis,"France win the Davis Cup, beating Australua in Sydney( 3-2)"
Dec-02,2007,Soccer,KakÊ(Milan/Brazil) wins the Ballon d'Or
Dec-02,2008,Soccer,Cristiano Ronaldo (Manchester United/Portugal) wins Ballon d'Or
Dec-02,2019,Soccer,Lionel Messi (Barcelona/Argentina) wins his 6th Ballon d'Or
Dec-03,1977,Basketball,Golden State Warriors terminates guard Latrell Sprewell's contract for attacking coach P.J. Carlesimo
Dec-03,1995,Cricket,England cricket wicket keeper Jack Russell dismisses Clive Eksteen with his record 11th catch in 2nd Test v South Africa in Johannesburg
Dec-03,2018,Soccer,Luka Modri_ (Real Madrid?Croatia) wins Ballon d'Or
Dec-04,1964,Cricket,"Test Cricket debut of Ian Chappell, v Pakistan MCG"
Dec-04,1977,Tennis,"Australia wins the Davis Cup, beating Italy in Sydney (3-1) "
Dec-04,1977,Football,"NFL's 5,000th game, Cincinnati beats KC 27-7"
Dec-04,1994,Tennis,"Sweden wins the Davis Cup, beating Russia in Moscow (4-1)"
Dec-04,2005,Tennis,"Croatia wins the Davis Cup, beating Slovak Republic in Bratislava (3-2)"
Dec-04,2011,Tennis,"Spain wis the 100th Davis Cup, beating Argentina in Seville (3-1)"
Dec-04,2021,Cricket,New Zealand cricket spin bowler Ajaz Patel (10-119) joins Jim Laker and Anil Kumble as the only three men to take all ten wickets in a Test innings
Dec-05,1974,Football,Seattle Seahawks forms
Dec-05,1993,Tennis,Germany wins the Davis Cup beating Australia in Dusseldorf (4-1)
Dec-05,1999,Tennis,Australia wins the Davis Cup beating France in Nice (3-2)
Dec-05,2004,Tennis,"Spain win the David Cup, beating USA in Seville (3-2)"
Dec-06,1963,Cricket,Test Cricket debut of Graeme Pollock at the Gabba
Dec-06,1970,Basketball,"Cleveland Cavaliers 1st NBA home victory, beating Buffalo Braves 108-106"
Dec-06,1988,Basketball,"Milwaukee Bucks win their 1,000th NBA game"
Dec-07,2017,Soccer,"Cristiano Ronaldo (Real Madrid/Portugal) wins his 5th Ballon d'Or, equalling Lionel Messi"
Dec-08,1956,Olympics,"XVI Summer Olympic Games close at the MCG in Melbourne, Australia; start of an Olympic tradition,  athletes mingling together"
Dec-08,1978,Cricket,"The first day/night World Series Cricket Supertest at VFL Park, Melbourne"
Dec-09,1892,Soccer,English football club Newcastle United founded
Dec-09,2000,Soccer,Tottenham defender Ledley King scores fastest goal in English Premier League history when he nets after 9.82 seconds against Bradford City
Dec-11,1981,Boxing,"Muhammad Ali fights his last professional fight, retiring with a record of 56 wins and 5 loses"
Dec-12,1959,Car Racing,Jack Brabham become first Australian F1 World Drivers Championship winner
Dec-12,1961,Soccer,Omar Svori (Juventus/Italy) wins Ballon d'Or
Dec-12,1981,Soccer,"Birthday of Spanish goalkeeper Iker Casillas, considered one of the greatest goalkeepers of all time, who won the World Cup and two European Championships with Spain"
Dec-12,2002,Soccer,Ronaldo (Real Madrid/Brazil) wins 2nd Ballon d'Or
Dec-12,2016,Soccer,Cristiano Ronaldo (Real Madrid/Portugal) wins his 4th Ballon d'Or
Dec-13,1960,Soccer,Luis Surez (Barcelona/Spain) wins Ballon d'Or
Dec-13,1966,Cricket,"Clive Lloyd makes Test debut, v India Bombay, 82 & 78"
Dec-13,2004,Soccer,Andriy Shevchenko (Milan/Ukraine) wins Ballon d'Or
Dec-14,2021,Basketball,"Steph Curry makes his 2,974th three-point shot to pass Ray Allen as the NBA's greatest career 3-point shooter "
Dec-15,1959,Soccer,Alfredo Di Stfano (Real Madrid/Spain) wins 2nd Ballon d'Or
Dec-15,1995,Soccer,"The European Communities Court of Justice hands down the ""Bosman ruling"", giving EU footballers the right to a free transfer at the end of their contracts, with the provision that they are transferring from one UEFA Federation to another."
Dec-16,1958,Soccer,Raymond Kopa (Real Madrid/France) wins Ballon d'Or
Dec-16,1972,Football,"Miami Dolphins become the first undefeated NFL team, going 14-0 in the regular season and winning all three postseason games to finish 17-0"
Dec-16,1982,Cricket,"Commencement of 1st Sheffield Shield cricket game, SA v NSW"
Dec-17,1957,Soccer,Alfredo Di Stfano (Real Madrid/Spain) wins Ballon d'Or
Dec-17,1963,Soccer,Lev Yashin (Dynamo Moscow/Russia) wins Ballon d'Or
Dec-17,2022,Football,"Minnesota Vikings recover from a 33-0 deficit at halftime to beat the Indianapolis Colts 39-36 in overtime,  the biggest comeback in NFL history"
Dec-18,1956,Soccer,Stanley Matthews (Blackpool/England) wins the first ever Ballon d'Or
Dec-18,1962,Soccer,Josef Masopust (Dulka Prague/Cezchoslovakia) wins Ballon d'Or
Dec-18,1970,AFL,"Birthday of AFL champion Robert Harvey, who played 383 games for St Kilda and won the Brownlow Medal twice (1997 and 1998), the only player to win back-to-back Brownlows since 1936"
Dec-18,2001,Soccer,Michael Owen (Liverpool/Engalnd) wins Ballon d'Or
Dec-19,2000,Soccer,Luis Figo (Real Madrid/Portugal) wins Ballon d'Or
Dec-20,1994,Soccer,Hristo Stoichkov (Barcelona/Bulgaria) wins Ballon d'Or
Dec-21,1969,Football,"Vince Lombardi (Washington Redskins) coaches his last football game, finishing with a 105-35-6 career"
Dec-21,1999,Soccer,Rivaldo (Barcelona/Brazil) wins Ballon d'Or
Dec-22,1962,Basketball,"1,000,000th NBA point is scored"
Dec-22,1964,Soccer,Denis Law (Manchester United/Scotland) wins Ballon d'Or
Dec-22,1992,Soccer,Marco Van Basten (Milan/Netherlands) wins 3rd Ballon d'Or
Dec-22,1998,Soccer,Zinedine Zidane (Juventus /France) wins Ballon d'Or
Dec-22,2003,Soccer,Pavel Nedv_dÊ(Juventus/Czech Republic) wins Balllon d'Or
Dec-23,1969,Soccer,Gianni Rivera (Milan/Italy) wins Ballon d'Or
Dec-23,1997,Soccer,Ronaldo (Inter Milan/Brazil) wins his first Ballon d'Or
Dec-24,1968,Soccer,George Best (Manchester United/Northern Ireland) wins Ballon d'Or
Dec-24,1985,Soccer,Michel Platini (Juventus/France)wins his 3rd Ballon d'Or
Dec-24,1991,Soccer,"Jean-Pierre Papin (Marseille/France) wins Ballon d'Or, the first player from the French League to win the trophy"
Dec-24,1995,Soccer,"George Weah (Milan/Liberia) wins Ballon d'Or, the first time where players born outside Europe permitted to receive votes"
Dec-24,1996,Soccer,Matthias Sammer (Borussia Ddortmund/Germnay) wins Ballon d'Or
Dec-25,1886,Soccer,Dial Square FC change their name to Arsenal FC
Dec-25,1973,Soccer,Johan Cruyff (Ajax/Barcelona/Netherlands) wins 2nd Ballon d'Or
Dec-25,1977,Soccer,Allan Simonsen (Borussia Mnchengladbach/Denmark) wins the Ballon d'Or 
Dec-25,1979,Soccer,Kevin Keegan (Hamburger SV/England) wins his 2nd consecutive Ballon d'Or
Dec-25,1984,Soccer,Michel Platini (Juventus/France)wins his 2nd Ballon d'Or
Dec-25,1990,Soccer,Lothar Matthus (Inter Milan/Germnay) wins Ballon d'Or
Dec-25,2020,Football,New Orleans running back Alvin Kamara equals Ernie Nevers & Gale Sayews record of 6 touchdowns in a match 
Dec-26,1965,Soccer,Eusebio (Benfica/Portugal) wins Ballon d'Or
Dec-26,1967,Soccer,Flrin Albert (Ferencvrosi/Hungary) wins Ballon d'Or
Dec-26,1971,Soccer,Johan Cruyff (Ajax/Netherlands) wins Ballon d'Or
Dec-26,1972,Soccer,Franz Beckenbauer (Bayern Munich/West Germany) wins Ballon d'Or
Dec-26,1985,Cricket,Steve Waugh makes his Test cricket debut against India at the MCG
Dec-26,1989,Soccer,Marco Van Basten (Milan/Netherlands) wins 2nd Ballon d'Or
Dec-26,2006,Soccer,"At 40 years, 268 days, Teddy Sheringham scores for West Ham United in a 2-1 loss to Portsmouth at Upton Park, London; becoming the oldest goalscorer in EPL history"
Dec-27,1966,Soccer,Bobby Charlton (Manchester United/England) wins Ballon d'Or
Dec-27,1978,Soccer,Kevin Keegan (Hamburger SV/England) wins his 1st of 2 consecutive Ballon d'Or's
Dec-27,1983,Soccer,Michel Platini (Juventus/France)wins first of his three Ballon d'Or's
Dec-27,1985,Cricket,"Australian captain Allan Border becomes the highest run-scorer in Test history, surpassing Sunil Gavaskar's record of 9,114 runs during the Boxing Day Test in Melbourne"
Dec-27,1988,Soccer,Marco Van Basten (Milan/Netherlands) wins Ballon d'Or
Dec-28,1934,Cricket,First ever Women's cricket international begins England vs Australia in Australia
Dec-28,1976,Soccer,Franz Beckenbauer (Bayern Munich/West Germany) wins his 2nd Ballon d'Or
Dec-28,1982,Soccer,Paolo Rossi(Juventus/Italy) wins Ballon d'Or
Dec-28,1993,Soccer,Roberto Baggio (Juventus/Italy) wins Ballon d'Or
Dec-28,2021,Cricket,Scott Boland takes 6 for 7 on debut at the MCG against England
Dec-29,1906,Ice Hockey,"Stanley Cup, Montreal Arena, Westmount, Quebec: Montreal Wanderers beat New Glasgow (NS), 7-2 for 17-5 aggregate challenge series victory"
Dec-29,1970,Soccer,Gerd Mller (Bayern Munich/West Germany) wins Ballon d'Or
Dec-29,1981,Soccer,Karl-Heinz Rummenigge (Bayern Munich/Germany) wins his second consecutive Balllon d'Or
Dec-29,1987,Soccer,Ruud Gullit (Milan/Netherlands) wins Ballon d'Or
Dec-30,1975,Soccer,Oleg Blokhin (Dynamo Kyiv/Russia) wins Ballon d'Or
Dec-30,1975,Basketball,"Birthday of NBA guard Tracy McGrady, who won back-to-back NBA scoring titles in 2003 and 2004 with the Orlando Magic and Houston Rockets before injuries hampered a potentially legendary career"
Dec-30,1980,Soccer,Karl-Heinz Rummenigge (Bayern Munich/Germany) wins Balllon d'Or
Dec-30,1986,Soccer,Igor Belanov (Dynamo Kyiv/Russia) wins Ballon d'Or
Dec-30,1990,Basketball,"Scott Skiles has 30 assists against the Denver Nuggets, suprassing Kevin Porter's 29"
Dec-31,1974,Soccer,Johan Cruyff (Barcelona/Netherlands) wins 3rd Ballon d'Or
Dec-31,1976,Basketball,"1967 1st NBA game at Great Western Forum, LA Lakers beat Houston 147-118"
Dec-31,1984,Cricket,"Test Cricket debut of Mohammad Azharuddin, v England at Calcutta"
Dec-31,2002,Horse Racing,New Zealand's champion mare Sunline is retired having won 32 of her 48 starts and earning over $11 million in prize money; she was named Horse of the Year five times and is considered one of Australasia's greatest racehorses
Dec-31,2018,Basketball,James Harden scores 43 points in Rockets' 113-101 win over Memphis Grizzlies; 4th straight NBA game with 40+ points and 8th straight with 35+; joins Oscar Robertson as only player with at least 35 points & 5 assists in 8 straight games
